angDist,_RAJ2000,_DEJ2000,recno,ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Catalog,OriClass,3.6mag,e_3.6mag,4.5mag,e_4.5mag,5.8mag,e_5.8mag,8.0mag,e_8.0mag,24mag,e_24mag,Target,Pred,P(CI),P(CII),P(Other)
0.239731,86.80594306,0.182365,96618,2M05471342+0010565,5,5172,86.805943,0.182365,192.975,0,26.9279,0.018624,0.131019,0.047055,512,4269.913,75.3,134217728,3.9531,0.1095,0,0.497393,1.0,0,15.90011,0,-0.165869,0.00924862,0,-0.011645,0.004321,6.35829,GKd_c,640,0,-0.006135,0.007832,0,-0.071728,0.022032,256,,,0,-0.015658,0.01,512,,,0,-0.217789,0.011254,0,-0.071871,0.018598,0,-0.160639,0.009596,512,,,512,,,0,0.127545,0.017075,0,0.142348,0.011335,0,0.051574,0.018563,512,,,512,,,0,0.069146,0.031041,0,-0.068116,0.022191,0,-0.153349,0.009855,0,-0.420016,0.104573,0,-0.05607,0.019518,0,0.036425,0.047946,512,,,3219157088765924864,Sp,86.8059265,0.1824295,86.8059265,0.1824295,1," Other",10.645,0.002,10.55,0.002,10.414,0.006,10.015,0.006,,,6,2,9.6E-5,0.088558,0.911346
0.291222,86.80769806,0.00473694,96619,2M05471384+0000170,1,5172,86.807698,0.004737,266.455,0,29.313101,0.026607,0.0,0.026607,512,3748.127,64.255,33554432,3.3113,0.0536,256,0.322723,1.0,0,29.0536,0,-0.446899,0.0133513,0,-0.086172,0.00522,6.32936,Md_c,0,0,-0.152888,0.006023,0,-0.121862,0.02426,256,,,0,-0.22807,0.007291,512,,,0,-0.273469,0.014462,0,-0.473121,0.020914,0,-0.240789,0.011624,512,,,512,,,512,,,0,0.026768,0.013308,512,,,512,,,512,,,512,,,512,,,0,-0.289659,0.014215,0,-0.044586,0.094939,0,-0.22062,0.031199,0,0.152786,0.045364,512,,,3219144306943362944,Sp,86.8077671,0.0047791,86.8077671,0.0047791,1,Disks,8.233,0.003,7.824,0.003,7.599,0.001,7.022,0.001,4.531,0.014,1,1,1.0E-6,0.999831,1.69E-4
0.231928,86.80869,0.00436694,96623,2M05471408+0000157,5,5172,86.80869,0.004367,306.891,0,28.9804,0.013478,0.704857,0.030838,512,3825.49,65.183,134217728,3.5012,0.0534,256,0.329284,1.0,0,15.0245,0,-0.364159,0.0120546,0,-0.100716,0.004782,8.87013,Md_c,0,0,-0.005596,0.005994,0,-0.019053,0.023104,256,,,0,-0.111921,0.007338,512,,,0,-0.160738,0.013421,0,-0.318101,0.019943,0,-0.109209,0.010882,512,,,512,,,512,,,0,-0.029118,0.012458,512,,,512,,,512,,,512,,,512,,,0,-0.346969,0.012893,0,-0.272276,0.093707,0,0.13014,0.027674,0,0.068846,0.044189,512,,,3219144306943362688,Sp,86.8086683,0.0044276,86.8086683,0.0044276,1,Disks,9.148,0.002,8.743,0.002,8.29,0.002,7.545,0.005,,,1,1,2.63E-4,0.998378,0.001359
0.183719,86.80880889,0.15204306,96624,2M05471411+0009073,6,5172,86.808809,0.152043,272.031,0,589.018982,0.394526,0.885308,0.339383,4,,,4,,,260,0.321262,9.530192,65540,,4,,,261,,,85.7433,GKg_c,109053568,4,,,4,,,4,,,260,,,4,,,261,,,4,,,261,,,4,,,261,,,260,,,261,,,261,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,131341,,,3219155302059637120,Sp,86.8087716,0.1520779,86.8087716,0.1520779,1,Disks,6.685,0.001,5.703,0.001,5.074,0.002,3.974,0.001,1.057,0.007,1,1,0.036162,0.924485,0.039354
0.249759,86.81052306,0.19715111,96631,2M05471452+0011497,1,5172,86.810523,0.197151,125.375,0,99.868202,0.01891,0.0,0.01891,0,5002.678,106.282,33554432,3.256,0.0654,0,1.227555,3.389732,65536,,0,-0.233192,0.00995484,0,0.058393,0.009903,1.99857,GKg_c,0,0,0.023213,0.019574,0,-0.01704,0.029215,0,0.018475,0.028465,0,0.122565,0.024851,0,-0.119584,0.060507,0,0.079007,0.015261,0,0.101749,0.027074,0,0.038226,0.014899,0,-0.202263,0.097441,0,0.110324,0.045199,0,0.1535,0.046533,0,0.080984,0.01988,0,0.031946,0.02933,0,0.077455,0.086234,512,,,0,0.159792,0.051553,0,-0.006506,0.023791,0,-0.233562,0.010887,0,-0.184128,0.063986,0,0.013892,0.019492,0,0.078228,0.054093,0,-0.210505,0.092249,3219157118830968320,Sp,86.8104942,0.1972142,86.8104942,0.1972142,1," Other",9.81,0.001,9.721,0.002,9.616,0.004,9.563,0.005,9.439,0.186,6,2,2.6E-5,0.007937,0.992037
0.454909,86.81909806,-0.01565806,96646,2M05471658-0000563,6,5172,86.819098,-0.015658,132.95,0,32.403,0.034051,0.402038,0.083317,512,3289.08,77.594,33554944,1.1356,0.0762,0,0.663804,11.475677,65536,,0,-2.317461,0.05171,0,-0.105189,0.039667,9.49686,Mg_c,1664,0,,,0,,,257,,,0,,,512,,,0,,,512,,,0,,,256,,,16384,,,512,,,0,,,512,,,512,,,0,,,0,,,512,,,4096,,,257,,,0,,,512,,,257,,,3219132482897381504,Sp,86.8191881,-0.0155694,86.8191881,-0.0155694,1,Disks,11.209,0.002,10.842,0.003,10.489,0.006,9.827,0.008,7.547,0.039,1,1,8.0E-6,0.999971,2.1E-5
0.049990,86.82151694,0.30683389,96651,2M05471716+0018246,4,5172,86.821517,0.306834,141.814,0,28.0828,0.068304,0.418582,0.134863,512,3655.56,69.65,134217728,3.5769,0.0525,256,0.33861,1.0,0,30.29703,0,-0.564639,0.0179768,0,-0.086921,0.006691,6.03212,Md_b,0,0,0.011202,0.007321,0,-0.023783,0.030302,256,,,0,-0.054045,0.008813,512,,,0,-0.155048,0.018877,0,-0.225861,0.029287,0,-0.065173,0.015176,512,,,512,,,512,,,0,0.084448,0.018077,512,,,512,,,512,,,512,,,512,,,0,-0.566599,0.019055,0,0.044184,0.112932,0,-0.03006,0.044186,0,0.308836,0.057115,512,,,3219205913954138880,Sp,86.8215032,0.3068359,86.8215032,0.3068359,1,Disks,10.065,0.002,9.537,0.002,9.249,0.017,8.725,0.066,5.977,0.021,1,1,1.0E-6,0.999924,7.4E-5
0.295435,86.821985,0.63927,96652,2M05471727+0038213,6,5172,86.821985,0.63927,369.108,0,27.283501,0.010783,0.344012,0.025448,261,,,261,,,4,0.758019,4.594319,65540,,4,,,4,,,10.4665,Mg_b,8390272,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3219607854173579904,Sp,86.8219349,0.639335,86.8219349,0.639335,1,Disks,8.811,0.003,8.423,0.005,8.057,0.002,7.448,0.001,4.75,0.028,1,1,3.0E-6,0.999882,1.15E-4
0.237764,86.82995,0.32240111,96669,2M05471918+0019206,2,5172,86.82995,0.322401,72.7304,0,27.7684,0.053119,0.084855,0.075282,512,3564.224,78.18,134217728,3.5557,0.0461,256,0.312795,1.0,0,13.41838,0,-0.353259,0.0211274,0,-0.066762,0.006293,2.4345,Md_b,640,0,-0.166166,0.007438,0,-0.157219,0.034151,0,0.116503,0.091584,0,-0.229067,0.009247,512,,,0,-0.256209,0.02324,0,-0.310601,0.046378,0,-0.16233,0.018783,512,,,512,,,512,,,0,-0.310932,0.023714,512,,,512,,,512,,,512,,,512,,,0,-0.203899,0.023352,0,0.138394,0.12626,0,-0.34489,0.056299,0,0.149925,0.068116,512,,,3219581259736101120,Sp,86.8299623,0.322466,86.8299623,0.322466,1,Disks,10.77,0.002,10.375,0.002,9.846,0.009,8.711,0.02,5.247,0.013,1,1,2.31E-4,0.999501,2.68E-4
0.227480,86.83818889,-0.96017111,96684,2M05472116-0057366,1,5172,86.838189,-0.960171,153.184,0,16.082199,0.021145,0.0,0.021145,0,5041.812,106.729,33554432,3.1378,0.0759,0,1.127332,4.432642,65536,,0,-0.691662,0.0114248,0,0.218069,0.01222,2.19751,GKg_c,0,0,0.14857,0.027764,0,0.15774,0.037998,0,-0.17021,0.03923,0,0.483645,0.030954,0,0.088516,0.077995,0,0.293872,0.017601,0,0.278709,0.025791,0,0.159232,0.016841,0,-0.013163,0.116726,0,0.143034,0.058191,0,0.40182,0.055911,0,0.255978,0.028191,0,0.030682,0.037916,0,0.421905,0.086325,512,,,0,0.088288,0.065591,0,-0.242056,0.032676,0,-0.697702,0.012477,0,-0.134058,0.080509,0,0.085302,0.024826,0,0.160238,0.070621,0,0.198035,0.095178,3218173232017156608,Sp,86.8382393,-0.960133,86.8382393,-0.960133,1," Other",10.147,0.001,10.1,0.001,9.984,0.003,9.996,0.005,,,6,2,0.0,8.0E-6,0.999992
0.401948,86.85361,-0.29164611,96709,2M05472486-0017299,1,5172,86.85361,-0.291646,203.381,0,36.021999,0.013172,0.0,0.013172,512,4151.958,68.323,67108864,4.6076,0.1023,256,0.315835,1.0,0,3.78608,0,0.113771,0.00735132,0,-0.063174,0.002877,5.52306,GKd_c,640,0,-0.001233,0.005147,0,-0.013582,0.017327,0,0.005425,0.04005,0,-0.05345,0.006691,512,,,0,-0.136358,0.009401,0,-0.095162,0.016309,0,-0.114329,0.007871,512,,,512,,,0,0.055852,0.013066,0,0.030423,0.009033,0,-0.163657,0.01362,512,,,512,,,0,0.131593,0.021839,0,0.063412,0.016789,0,0.117641,0.008184,0,0.232784,0.08255,0,0.11961,0.015865,0,0.107386,0.036905,512,,,3218373171334872960,Sp,86.8535449,-0.2915554,86.8535449,-0.2915554,1," Other",10.182,0.001,10.209,0.002,10.154,0.005,10.09,0.007,,,6,2,0.0,4.0E-6,0.999996
0.155555,86.859705,0.31342889,96726,2M05472632+0018483,6,5172,86.859705,0.313429,181.6,0,31.021799,0.029733,0.41843,0.072369,512,3398.968,56.563,134217728,3.5607,0.0457,0,0.431847,1.0,0,20.15116,0,-0.157809,0.013339,0,-0.049891,0.00358,7.20394,Md_b,640,0,-0.017631,0.003328,0,-0.017017,0.019947,0,-0.245787,0.067263,0,-0.044693,0.004089,512,,,0,-0.058691,0.014714,0,-0.154291,0.023331,0,-0.040107,0.011269,512,,,512,,,512,,,0,-0.171472,0.012768,512,,,512,,,512,,,512,,,512,,,0,-0.145009,0.015256,0,0.052734,0.07197,0,-0.05111,0.034767,0,0.133265,0.035444,512,,,3219534255614012800,Sp,86.8597192,0.3134697,86.8597192,0.3134697,1,Disks,10.563,0.002,10.345,0.002,10.078,0.007,9.534,0.018,6.99,0.048,1,1,2.0E-6,0.99985,1.48E-4
0.280969,86.86404111,0.08755694,96741,2M05472736+0005152,6,5172,86.864041,0.087557,119.339,0,31.219801,0.041605,0.227205,0.105331,4,,,261,,,4,0.530787,5.634348,65540,,4,,,4,,,11.471,Mg_c,75499136,269,,,2317,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,2317,,,2317,,,269,,,269,,,2317,,,2317,,,2317,,,269,,,269,,,269,,,269,,,269,,,2317,,,3219151071516780544,Sp,86.8639636,0.0875478,86.8639636,0.0875478,1,Disks,10.105,0.002,9.47,0.001,9.002,0.003,8.358,0.002,5.646,0.013,1,1,3.9E-5,0.999757,2.04E-4
0.203769,86.86562694,0.343265,96749,2M05472775+0020357,6,5172,86.865627,0.343265,119.284,8192,27.931101,0.039826,0.553891,0.092833,4,,,261,,,260,0.408658,4.695165,65540,,4,,,4,,,12.1088,Mg_b,75498624,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,,Sp,86.8655725,0.3432805,86.8655725,0.3432805,1,Disks,8.296,0.003,7.47,0.003,6.771,0.001,5.972,0.003,3.69,0.014,1,1,0.004722,0.985433,0.009845
0.144780,86.86841694,0.66304,96754,2M05472842+0039469,6,5172,86.868417,0.66304,161.352,0,27.3958,0.029147,0.173319,0.073588,512,3634.104,66.024,33554432,3.3362,0.0507,256,0.30893,1.0,0,17.09228,0,-0.411279,0.0153801,0,-0.069646,0.005338,4.11946,Md_a,640,0,-0.013198,0.005883,0,-0.071893,0.026098,0,-0.246237,0.070125,0,-0.078882,0.007159,512,,,0,-0.116879,0.016629,0,-0.347661,0.026123,0,-0.077904,0.013267,512,,,512,,,512,,,0,0.054838,0.015532,512,,,512,,,512,,,512,,,512,,,0,-0.399849,0.016655,0,0.017184,0.098623,0,-0.03387,0.037831,0,0.103716,0.048907,512,,,3219608403929389696,Sp,86.8684435,0.6630702,86.8684435,0.6630702,1,Disks,10.24,0.001,9.717,0.002,9.126,0.003,8.06,0.002,4.605,0.01,1,1,0.003402,0.994943,0.001655
0.312328,86.88125806,-1.06278306,96780,2M05473150-0103460,2,5172,86.881258,-1.062783,100.135,0,49.904499,0.018255,0.017622,0.025969,512,4425.306,95.699,33554432,1.7684,0.0585,0,1.617633,3.814545,65536,,0,-0.434992,0.0110565,0,0.049955,0.010656,1.66303,GKg_b,0,0,-0.05785,0.016092,0,-0.008007,0.028682,0,0.2589,0.024587,0,0.083415,0.018258,0,0.132386,0.064293,0,0.086427,0.0176,0,0.008819,0.030064,0,0.029517,0.016014,0,0.008277,0.087371,0,0.135124,0.056793,0,-0.01904,0.05856,0,0.05635,0.022873,0,0.016246,0.028212,0,0.161935,0.089741,0,0.152213,0.075199,0,0.051818,0.057864,0,-0.038786,0.027889,0,-0.430652,0.012356,0,0.024032,0.059393,0,0.025452,0.023058,0,0.073588,0.057431,0,-0.044555,0.078355,3218168314278899072,Sp,86.881209,-1.0627115,86.881209,-1.0627115,1," Other",10.804,0.002,10.821,0.002,10.72,0.006,10.653,0.011,,,6,2,0.0,1.0E-6,1.0
0.231330,86.88419806,0.73993889,96790,2M05473220+0044237,1,5172,86.884198,0.739939,132.728,0,-9.9689,0.01348,0.0,0.01348,0,4703.759,93.824,16777216,2.3919,0.0361,0,1.31353,3.242172,65536,,0,-0.157122,0.00839882,0,0.162809,0.008371,2.69848,GKg_b,0,0,0.23042,0.01357,0,0.30066,0.023028,0,0.0725,0.020543,0,0.220585,0.01652,0,0.039076,0.049811,0,0.222032,0.013302,0,0.212848,0.023518,0,0.198012,0.012573,0,0.163867,0.074578,0,0.277694,0.039304,0,0.326246,0.040814,0,0.138728,0.015527,0,0.166251,0.021677,0,0.604315,0.075096,0,-0.004937,0.061673,0,-0.183352,0.042122,0,-0.082766,0.018938,0,-0.176452,0.009319,0,0.244095,0.047758,0,0.100934,0.016039,0,0.082758,0.042973,0,-0.116305,0.073677,3219610942254554112,Sp,86.8841362,0.7399563,86.8841362,0.7399563,1," Other",9.554,0.001,9.476,0.002,9.307,0.003,9.269,0.005,9.287,0.181,6,2,5.0E-5,0.033692,0.966258
0.236301,86.886635,0.00718889,96797,2M05473279+0000258,2,5172,86.886635,0.007189,178.119,0,14.5231,0.010718,0.002631,0.015489,512,4451.931,92.45,33554432,1.7916,0.0581,0,1.654284,3.612551,65536,,0,-0.342002,0.00989731,0,0.051458,0.009615,3.80978,GKg_d,0,0,-0.024533,0.014155,0,0.02131,0.025359,0,0.26099,0.021892,0,0.089944,0.01637,0,0.008906,0.056913,0,0.090319,0.015731,0,0.036968,0.02711,0,0.072919,0.014388,0,0.226397,0.078464,0,0.076084,0.04915,0,0.0519,0.050785,0,-0.001244,0.019378,0,-0.03162,0.024585,0,0.411585,0.081796,0,0.045713,0.066485,0,0.018448,0.050194,0,-0.021286,0.023759,0,-0.356272,0.011088,0,0.003732,0.052109,0,0.012182,0.019928,0,0.294169,0.050006,0,0.117195,0.073256,3219138465787733504,Sp,86.8865711,0.0072039,86.8865711,0.0072039,1," Other",9.805,0.001,9.817,0.002,9.672,0.003,9.609,0.005,9.926,0.253,6,2,8.0E-6,0.006562,0.99343
0.164940,86.88981889,0.62854389,96804,2M05473355+0037427,1,5172,86.889819,0.628544,168.914,0,49.181499,0.010908,0.0,0.010908,4,,,4,,,4,1.171971,2.760443,65540,,4,,,4,,,3.88034,GKg_b,41943680,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,,Sp,86.8897821,0.6285712,86.8897821,0.6285712,1," Other",8.524,0.003,8.349,0.005,8.134,0.002,8.09,0.002,8.137,0.051,6,2,1.0E-6,0.003854,0.996145
0.162790,86.89902806,0.64443389,96825,2M05473576+0038399,5,5172,86.899028,0.644434,690.057,0,24.5735,0.034311,2.3571,0.072807,4,,,261,,,4,1.212062,5.939685,65540,,4,,,4,,,10.7696,GKg_b,75499136,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3219596378020960128,Sp,86.8989841,0.6444445,86.8989841,0.6444445,1,Disks,6.875,0.002,6.285,0.002,6.007,0.001,5.062,0.002,0.961,0.01,1,1,3.7E-5,0.999699,2.64E-4
0.855992,86.89950611,-0.10682111,96827,2M05473588-0006245,1,5172,86.899506,-0.106821,233.08,0,71.435997,0.018352,0.0,0.018352,4,,,4,,,4,0.437764,1.0,260,1.74385,4,,,4,,,2.86497,GKd_c,8388608,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3219127986067639296,Sp,86.8994518,-0.1070526,86.8994518,-0.1070526,1," Other",10.095,0.002,10.15,0.002,10.129,0.005,9.988,0.008,10.026,0.268,6,2,1.0E-6,1.75E-4,0.999824
0.274811,86.90320806,0.654035,96836,2M05473676+0039145,1,5172,86.903208,0.654035,235.285,0,31.019199,0.052092,0.0,0.052092,4,,,261,,,4,0.427337,6.69581,65540,,4,,,4,,,39.6187,Mg_b,75498624,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3219608232130696192,Sp,86.9031327,0.6540228,86.9031327,0.6540228,1," Other",9.149,0.006,9.109,0.002,8.975,0.003,8.929,0.004,,,6,2,0.0,6.7E-4,0.99933
0.104122,86.91375694,-0.91329611,96857,2M05473930-0054478,1,5172,86.913757,-0.913296,126.441,0,61.4786,0.012268,0.0,0.012268,512,4219.774,84.322,33554432,1.5334,0.0563,0,1.70408,3.720121,65536,,0,-0.392152,0.00999376,0,0.039596,0.009443,2.37072,GKg_c,0,0,0.008399,0.011512,0,0.02113,0.021705,0,0.2402,0.019177,0,0.066347,0.013394,0,-0.007854,0.051582,0,0.084978,0.015492,0,-0.031592,0.026472,0,0.011117,0.013802,0,0.334617,0.066584,0,0.132164,0.0475,0,-0.02376,0.048781,0,-0.006435,0.018363,512,,,0,-0.006825,0.073178,0,-0.141587,0.055116,0,-0.003582,0.046062,0,0.024944,0.02305,0,-0.405432,0.011453,0,0.138632,0.044084,0,0.024642,0.019714,0,0.114617,0.045117,0,0.111935,0.063624,3218266621786400512,Sp,86.9137313,-0.9133095,86.9137313,-0.9133095,1," Other",10.003,0.002,9.996,0.002,9.835,0.005,9.787,0.006,,,6,2,0.0,1.61E-4,0.999839
0.037697,86.91876889,0.571835,96874,2M05474050+0034186,1,5172,86.918769,0.571835,368.501,0,45.859901,0.003037,0.0,0.003037,768,4069.818,68.001,33554432,1.525,0.0522,0,1.46174,3.094381,65536,,0,-0.077381,0.00686887,0,0.195939,0.006404,7.69591,Mg_b,0,0,0.199965,0.005755,0,0.249155,0.011706,0,0.198345,0.010891,0,0.21881,0.007349,0,0.076748,0.029757,0,0.238797,0.010255,0,0.153683,0.018328,0,0.155447,0.009076,0,0.092041,0.038018,0,0.190869,0.027148,0,0.178751,0.028104,0,0.082009,0.009507,512,,,512,,,0,0.030267,0.02897,0,-0.028988,0.025182,512,,,0,-0.088666,0.008142,0,0.131879,0.023045,0,0.079291,0.011592,512,,,512,,,3219594763113260416,Sp,86.9187771,0.5718415,86.9187771,0.5718415,1," Other",8.086,0.003,8.165,0.004,8.05,0.002,7.963,0.002,7.982,0.051,6,2,0.0,2.19E-4,0.999781
0.375396,86.92678194,-0.24628,96894,2M05474242-0014466,2,5172,86.926782,-0.24628,161.07,0,18.0952,0.015857,0.029418,0.023123,0,5425.843,127.325,67108864,4.6255,0.0864,0,1.433376,1.0,0,2.84925,0,-0.010241,0.0111342,0,-0.032904,0.007497,2.58881,GKd_c,0,0,-0.115234,0.022858,0,-0.125927,0.028547,0,-0.042775,0.051098,512,,,512,,,0,-0.061434,0.01469,0,-0.099615,0.031229,0,-0.093847,0.013811,512,,,0,-0.139262,0.059282,0,-0.009452,0.040843,0,0.025011,0.020406,0,0.068801,0.060156,512,,,0,-0.019395,0.093195,0,0.079746,0.07458,0,-5.13E-4,0.024918,0,-7.93E-4,0.01176,0,-0.356253,0.181633,0,-0.037111,0.021484,0,0.206772,0.094576,512,,,3218373755450418304,Sp,86.9267004,-0.246215,86.9267004,-0.246215,1," Other",10.864,0.002,10.855,0.002,10.804,0.006,10.79,0.014,,,6,2,0.0,0.0,1.0
0.204134,86.93750611,0.64495806,96919,2M05474500+0038418,6,5172,86.937506,0.644958,838.175,0,27.8365,0.018652,0.230304,0.04519,261,,,4,,,260,0.386029,1.0,4,45.5722,4,,,4,,,2.06134,Fd_b,41943680,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,261,,,3219596240582005120,Sp,86.9375088,0.6450147,86.9375088,0.6450147,1,Disks,5.728,0.001,5.004,0.001,4.324,0.002,3.603,0.001,-0.089,0.006,1,1,0.008649,0.968663,0.022688
0.327252,86.938895,-1.088385,96923,2M05474533-0105181,1,5172,86.938895,-1.088385,160.327,0,12.7595,0.012351,0.0,0.012351,0,4690.512,89.055,33554432,2.3957,0.0629,0,1.344683,3.520717,65536,,0,-0.297992,0.0080034,0,0.034687,0.008305,2.69662,GKg_c,0,0,0.028553,0.013524,0,-0.086576,0.02251,0,0.16753,0.020662,0,0.117735,0.01565,0,0.165746,0.049055,0,0.058486,0.012697,0,0.063579,0.020556,0,0.043341,0.011864,0,-0.129873,0.0707,0,-0.013018,0.038388,0,0.07421,0.038602,0,0.06608,0.015401,0,0.025379,0.020839,0,0.114005,0.067285,0,0.126423,0.05772,0,-0.026152,0.040491,0,-0.027436,0.018666,0,-0.306222,0.008929,0,-0.202938,0.045289,0,0.027932,0.015515,0,-0.083432,0.041783,0,-0.218145,0.067736,3218167317846541696,Sp,86.9388099,-1.088353,86.9388099,-1.088353,1," Other",9.672,0.002,9.642,0.002,9.562,0.004,9.503,0.004,,,6,2,0.0,1.35E-4,0.999865
0.288801,86.93961,0.88952,96927,2M05474550+0053222,2,5172,86.93961,0.88952,218.051,4,45.428398,0.012965,0.033275,0.01862,0,4853.984,89.049,16777216,2.3376,0.0422,0,1.585003,3.608812,65536,,0,-0.340232,0.0076189,0,0.048466,0.008178,2.69886,GKg_a,0,0,0.079142,0.014497,0,0.040415,0.022473,0,0.18197,0.021996,0,0.147805,0.016826,0,0.104816,0.048107,0,0.072307,0.01192,0,0.120804,0.018411,0,0.072036,0.011293,0,-0.258063,0.071157,0,0.05605,0.035647,0,-0.01371,0.035045,0,0.072868,0.014925,0,-0.002779,0.020871,0,0.089155,0.062082,0,0.280863,0.056623,0,-0.175562,0.038512,0,-0.024246,0.017917,0,-0.354672,0.008481,0,-0.004868,0.045208,0,0.039532,0.014653,0,0.072637,0.040738,0,0.100875,0.067764,3219639155895210496,Sp,86.9395382,0.8895558,86.9395382,0.8895558,1," Other",9.931,0.002,9.894,0.003,9.796,0.006,9.729,0.008,,,6,2,0.0,1.22E-4,0.999878
0.294724,86.94413889,-0.78403,96934,2M05474659-0047025,2,5172,86.944139,-0.78403,133.162,0,69.707802,0.021473,0.002298,0.031239,0,5158.018,112.063,16777216,2.4887,0.0609,0,1.703766,3.704613,65536,,0,-0.385012,0.011392,0,-0.01728,0.011399,2.3849,GKg_c,0,0,-0.051892,0.024966,0,-0.14737,0.034011,0,0.16677,0.036026,512,,,0,0.232896,0.069505,0,-0.009114,0.016936,0,0.046808,0.028896,0,-0.012154,0.016713,0,-0.697263,0.11381,0,-0.022381,0.050829,0,-0.01382,0.051177,0,0.117968,0.024373,0,-0.088965,0.036265,0,0.207915,0.090309,512,,,0,0.067828,0.059428,0,-0.032246,0.028839,0,-0.404312,0.012428,0,-0.977778,0.0765,0,-0.011158,0.022918,0,0.250027,0.063633,512,,,3218316924443366016,Sp,86.9441215,-0.78395,86.9441215,-0.78395,1," Other",10.654,0.003,10.649,0.004,10.622,0.011,10.502,0.012,,,6,2,0.0,2.0E-6,0.999998
0.371900,86.949995,-0.80436111,96941,2M05474799-0048156,2,5172,86.949995,-0.804361,130.833,4,67.420601,0.012007,0.021083,0.017573,0,4778.456,95.725,33554432,2.8381,0.0566,0,1.130998,2.81449,65536,,0,0.084658,0.00786101,0,-0.024992,0.007589,3.54299,GKg_c,0,0,0.056307,0.012057,0,-0.198888,0.020648,0,0.229982,0.018362,0,-0.012437,0.015929,0,0.284738,0.044292,0,-0.012489,0.012317,0,-0.0528,0.024019,0,0.020003,0.011891,0,0.006419,0.070597,0,-0.102981,0.0341,0,0.003578,0.036579,0,0.047948,0.013116,0,0.063053,0.019681,0,-0.292073,0.075328,0,0.276555,0.057742,0,0.05954,0.037456,0,0.044682,0.016191,0,0.072036,0.008698,0,-0.01221,0.04403,0,0.043444,0.014175,0,0.010421,0.03809,0,7.7E-5,0.075306,3218269920321278976,Sp,86.9499246,-0.8042855,86.9499246,-0.8042855,1," Other",10.652,0.002,10.713,0.004,10.671,0.009,10.558,0.016,,,6,2,0.0,0.0,1.0
